name,salary_from,salary_to,salary_currency,area_name,published_at
"Помощник оператора автоматической линии поверхностного монтажа (SMD, СМД)",45000,50000,RUR,Москва,2022-12-17T19:20:37+0300
Технический писатель,,,,Москва,2022-12-17T11:09:04+0300
Токарь,106000,126000,RUR,Кострома,2022-12-17T12:05:23+0300
Системный администратор,63200,69000,RUR,Москва,2022-12-17T10:08:12+0300
Разработчик Python,,,,Москва,2022-12-17T16:34:19+0300
Копирайтер,,,,Санкт-Петербург,2022-12-17T10:07:51+0300
Менеджер по проектам,50000,300000,RUR,Ярославль,2022-12-17T12:46:35+0300
Аналитик данных в отдел продаж,50000,,RUR,Москва,2022-12-17T12:28:01+0300
Дизайнер по визуальному контенту,70000,110000,RUR,Санкт-Петербург,2022-12-17T14:50:56+0300
Графический дизайнер (верстка макетов),65000,80000,RUR,Москва,2022-12-17T19:57:11+0300
Системный Администратор,75000,150000,RUR,Москва,2022-12-17T13:57:02+0300
Инженер технической поддержки,36000,50000,RUR,Рязань,2022-12-17T15:54:54+0300
Web-разработчик (backend),,,,Омск,2022-12-17T13:25:38+0300
"Арт менеджер, клуб",,,,Минск,2022-12-17T16:14:28+0300
Системный администратор,60000,,RUR,Москва,2022-12-17T19:13:33+0300
Токарь-универсал,70000,110000,RUR,Челябинск,2022-12-17T08:02:29+0300
Продуктовый аналитик,300000,400000,KZT,Астана,2022-12-17T13:02:41+0300
Токарь,106000,126000,RUR,Саратов,2022-12-17T12:05:23+0300
Графический дизайнер,,120000,RUR,Москва,2022-12-17T11:36:46+0300
Project manager,20000,50000,RUR,Санкт-Петербург,2022-12-17T18:09:41+0300
Аналитик,80000,,RUR,Москва,2022-12-17T14:00:00+0300
Middle DevOPS-инженер,180000,,RUR,Новосибирск,2022-12-17T15:33:17+0300
Data analyst,,3000,USD,Москва,2022-12-17T11:32:16+0300
Дежурный инженер технической поддержки,,60000,RUR,Подольск (Московская область),2022-12-17T10:17:39+0300
Системный администратор,,,,Москва,2022-12-17T10:38:05+0300
Дизайнер/Менеджер по продажам мебели,100000,,RUR,Москва,2022-12-17T19:48:29+0300
Специалист технической поддержки,45000,,RUR,Сочи,2022-12-17T15:13:47+0300
Редактор ленты новостей,,,,Самара,2022-12-17T14:29:25+0300
Стажер-программист 1С,30000,50000,RUR,Ростов-на-Дону,2022-12-17T17:52:10+0300
Разработчик игровых интерфейсов / Game frontend developer,,,,Санкт-Петербург,2022-12-17T16:46:40+0300
Системный аналитик / Технический писатель,95000,,RUR,Москва,2022-12-17T19:14:35+0300
Программист C++,100000,,RUR,Санкт-Петербург,2022-12-17T17:40:41+0300
Программист 1С,139000,139000,RUR,Калининград,2022-12-17T13:30:32+0300
Менеджер проектов | Project Manager,40000,,RUR,Дзержинск (Нижегородская область),2022-12-17T10:47:21+0300
Тикетинг Агент,300,800,USD,Алматы,2022-12-17T17:49:02+0300
Frontend Developer (CashBox),,,,Москва,2022-12-17T14:31:58+0300
Техник/Монтажник,65000,150000,RUR,Санкт-Петербург,2022-12-17T16:11:17+0300
"Дежурный инженер (м. Домодедовская, график день, ночь, два выходных)",70000,70000,RUR,Москва,2022-12-17T13:10:20+0300
Менеджер отдела внедрения и сопровождения клиентов (со знанием турецкого языка),,150000,RUR,Санкт-Петербург,2022-12-17T14:26:47+0300
Менеджер проектов,50000,100000,RUR,Санкт-Петербург,2022-12-17T16:38:30+0300
Инженер разработчик (схемотехник / электронщик),,,,Екатеринбург,2022-12-17T11:37:48+0300
Креативщик - Криэйтор - motion designer,40000,70000,RUR,Москва,2022-12-17T23:25:25+0300
C# разработчик,,,,Ульяновск,2022-12-17T17:11:13+0300
Токарь,106000,126000,RUR,Иваново (Ивановская область),2022-12-17T12:05:23+0300
Frontend-разработчик (React),,,,Москва,2022-12-17T18:27:26+0300
IT-менеджер,110000,,RUR,Москва,2022-12-17T23:05:49+0300
Машинист экструдера (ученик),1200,,BYR,Минск,2022-12-17T09:38:52+0300
Руководитель инженерных проектов,100000,,RUR,Санкт-Петербург,2022-12-17T18:46:53+0300
Инженер технической поддержки,50000,70000,RUR,Щелково,2022-12-17T12:38:14+0300
System administrator,2500,,USD,Тбилиси,2022-12-17T11:56:34+0300
Ticketing Agent (no experience required),300,800,USD,Алматы,2022-12-17T17:43:38+0300
Специалист группы поддержки,,,,Иваново (Ивановская область),2022-12-17T12:05:24+0300
Механик на пищевое производство,70000,,RUR,Санкт-Петербург,2022-12-17T14:35:32+0300
Токарь,106000,126000,RUR,Уфа,2022-12-17T12:05:23+0300
Токарь,106000,126000,RUR,Волгоград,2022-12-17T12:05:23+0300
Дата-Инженер,,220000,RUR,Санкт-Петербург,2022-12-17T18:47:49+0300
Разработчик платформы DWH,,,,Алматы,2022-12-17T16:46:49+0300
Графический дизайнер / креативный дизайнер,60000,,RUR,Москва,2022-12-17T09:31:35+0300
Project Manager,80000,180000,RUR,Москва,2022-12-17T18:09:05+0300
Журналист-копирайтер,30000,,RUR,Чебоксары,2022-12-17T12:34:50+0300
"Разработчик ПО ""Парус""",250000,,RUR,Москва,2022-12-17T10:24:14+0300
Токарь,106000,126000,RUR,Самара,2022-12-17T12:05:23+0300
Управляющий сервисным центром DOOSAN,80000,120000,RUR,Владивосток,2022-12-17T05:54:49+0300
Frontend разработчик в международную компанию (удаленно),1700,,USD,Москва,2022-12-17T09:15:02+0300
Программист 1С,40000,,RUR,Екатеринбург,2022-12-17T10:10:57+0300
Специалист по подключению Интернета и ТВ,50000,70000,RUR,Новосибирск,2022-12-17T13:08:15+0300
Project manager (руководитель проектов),50000,100000,RUR,Волгоград,2022-12-17T17:42:03+0300
Технический директор,,,,Подольск (Московская область),2022-12-17T13:01:15+0300
Аналитик (Направление - мобильные приложения),,,,Москва,2022-12-17T16:36:34+0300
Оператор-наладчик токарного станка с ЧПУ Fanuc,70000,80000,RUR,Краснодар,2022-12-17T10:08:51+0300
Менеджер проектов ИТ,,,,Москва,2022-12-17T10:41:45+0300
Strong Middle React Engineer,,,,Алматы,2022-12-17T01:38:13+0300
Рабочий по комплексному обслуживанию зданий,35000,,RUR,Москва,2022-12-17T11:10:14+0300
Креативный копирайтер,60000,,RUR,Москва,2022-12-17T16:08:12+0300
Оператор-наладчик фрезерного станка с ЧПУ,100000,,RUR,Санкт-Петербург,2022-12-17T08:45:23+0300
Электромеханик,,,,Санкт-Петербург,2022-12-17T10:05:04+0300
Системный администратор,30000,,RUR,Нальчик,2022-12-17T11:00:28+0300
"Разработчик C# (удаленно, можно из-за границы)",,,,Новосибирск,2022-12-17T13:08:10+0300
Руководитель проектов внедрения систем Умный дом,100000,150000,RUR,Москва,2022-12-17T11:45:35+0300
Сборщик наладчик аппаратов и приборов,80000,,RUR,Москва,2022-12-17T09:41:11+0300
Монтажник слаботочных систем,140000,250000,KZT,Шымкент,2022-12-17T08:00:39+0300
Директор по развитию бизнеса / Руководитель направления,,,,Москва,2022-12-17T11:49:36+0300
Программист,,,,Смоленск,2022-12-17T11:05:37+0300
Vue-разработчик,80000,110000,RUR,Санкт-Петербург,2022-12-17T16:09:12+0300
Главный инспектор Управления безопасности,,,,Москва,2022-12-17T13:59:47+0300
Инженер-схемотехник,80000,,RUR,Саратов,2022-12-17T11:25:01+0300
Менеджер продукта,,,,Санкт-Петербург,2022-12-17T10:43:12+0300
Руководитель команды разработки/Team Lead,250000,435000,RUR,Москва,2022-12-17T18:22:48+0300
"Программист микроконтроллеров, Embedded software developer",200000,,RUR,Москва,2022-12-17T16:42:24+0300
Junior QA engineer (manual),2000,2200,USD,Армения,2022-12-17T09:49:53+0300
Оператор лазерного станка ЧПУ,60000,,RUR,Москва,2022-12-17T14:06:05+0300
Оператор станка,76000,,RUR,Химки,2022-12-17T16:44:54+0300
Монтажник радиоэлектронной аппаратуры и приборов (Монтажник РЭА),50000,70000,RUR,Санкт-Петербург,2022-12-17T16:05:56+0300
PHP-разработчик,200000,300000,RUR,Москва,2022-12-17T18:56:05+0300
ИТ Бизнес-партнер в e-commerce,,,,Москва,2022-12-17T11:30:03+0300
Токарь,80000,120000,RUR,Люберцы,2022-12-17T15:37:20+0300
Монтажник / техник слаботочных систем (ИТСО),80000,,RUR,Москва,2022-12-17T11:39:48+0300
